_Id;_PostTypeId;_AcceptedAnswerId;_CreationDate;_Score;_ViewCount;_OwnerUserId;_LastEditorUserId;_LastEditDate;_LastActivityDate;_Title;_Tags;_AnswerCount;_CommentCount;_FavoriteCount
7264;1;;2016-07-01T06:43:19.917;2;91;447;447;2016-07-01T18:08:41.437;2016-07-01T19:52:05.953;Why antacid for overeating?;<digestion>;1;0;
7270;1;;2016-07-01T10:30:34.590;1;42;5092;;;2016-07-02T16:11:48.850;Is bottled green tea just as beneficial as loose leaf green tea from tea shops?;<cancer><herpes><cholesterol><drug-withdrawal><hiv>;0;1;
7271;1;;2016-07-01T12:38:06.580;3;43;5093;;;2017-01-24T08:00:57.660;Benefits of tea in weight loss;<diet><weight-loss><body-fat><tea>;0;3;
7272;2;;2016-07-01T18:24:17.003;1;;5016;5016;2016-07-01T19:52:05.953;2016-07-01T19:52:05.953;;;;0;
7273;2;;2016-07-01T19:43:34.933;1;;5096;;;2016-07-01T19:43:34.933;;;;0;
7274;2;;2016-07-01T20:19:26.533;-1;;5096;;;2016-07-01T20:19:26.533;;;;4;
7276;2;;2016-07-01T20:33:24.057;1;;5096;;;2016-07-01T20:33:24.057;;;;0;
7277;2;;2016-07-01T20:50:38.780;-1;;5096;;;2016-07-01T20:50:38.780;;;;4;
7278;1;;2016-07-01T22:59:57.957;0;11;43;;;2016-07-01T22:59:57.957;How different are tendon injuries resulting from subacromial impingement compared to epicondylopathies resulting from overuse?;<tendinopathy>;0;2;
7279;1;;2016-07-02T12:41:57.090;1;28;5102;167;2016-07-02T15:32:36.503;2016-07-02T15:32:36.503;What are the long term risks/side-effects of nicotine consumption?;<side-effects><smoking>;0;0;
7283;1;;2016-07-02T13:50:56.570;1;14;5105;;;2016-07-02T13:50:56.570;How do I get back my lost concentration?;<lifestyle>;0;1;
7285;2;;2016-07-02T17:36:57.543;3;;5107;;;2016-07-02T17:36:57.543;;;;1;
7286;2;;2016-07-02T18:26:34.433;5;;5016;;;2016-07-02T18:26:34.433;;;;0;
7287;1;;2016-07-02T18:48:31.133;1;35;5108;;;2016-07-06T08:20:45.907;HyperThyroidism;<dermatology><hyperthyroid>;1;1;1
7288;1;;2016-07-02T21:02:07.270;0;26;5109;;;2016-07-02T21:02:07.270;Does L-Lysine breakdown in sub-boiling temperature?;<nutrition>;0;0;
7289;2;;2016-07-02T21:27:19.377;0;;5107;5107;2016-07-06T08:20:45.907;2016-07-06T08:20:45.907;;;;2;
7290;1;8972;2016-07-03T01:22:25.717;0;337;5110;;;2016-08-24T11:32:55.277;How do ""Zero Calorie Energy Drinks"" work? (Or do they?);<nutrition><sugar>;1;3;
7291;2;;2016-07-03T10:08:43.153;1;;5107;5107;2016-07-03T17:05:57.703;2016-07-03T17:05:57.703;;;;2;
7292;1;;2016-07-03T11:20:36.040;2;62;5111;;;2017-01-04T13:53:26.457;Is it safe to immediately put food for heating right from the refrigerator?;<food-safety><food-poisoning>;3;0;
7294;2;;2016-07-03T15:09:52.823;1;;805;;;2016-07-03T15:09:52.823;;;;0;
7295;2;;2016-07-03T16:56:45.550;3;;5016;;;2016-07-03T16:56:45.550;;;;2;
7296;1;;2016-07-03T19:42:49.560;1;89;5116;;;2016-07-07T16:11:25.360;How do I deal with acne on my back?;<dermatology><acne>;2;0;
7299;2;;2016-07-04T03:31:47.617;2;;167;;;2016-07-04T03:31:47.617;;;;2;
7300;1;;2016-07-04T04:17:27.673;1;15;43;;;2016-07-04T04:17:27.673;What are the long-term effects of arnica used to treat a tendinopathy?;<tendinopathy><natural-remedy>;0;2;1
7302;1;;2016-07-04T07:06:00.733;0;89;5123;;;2016-07-04T07:06:00.733;What information is known about the new test for the migrating motor complex?;<gastroenterology><research><test>;0;0;
7303;1;7313;2016-07-04T08:04:41.183;8;134;5080;165;2016-07-04T12:18:16.060;2016-07-05T18:50:35.457;How does my body know how long a month is?;<reproduction><menstruation>;1;2;1
7304;1;;2016-07-04T08:07:35.247;3;35;2445;;;2016-08-05T18:19:34.647;What is the name of medical instruments for laparoscopy?;<medical-device><instruments>;1;0;
7305;1;;2016-07-04T11:19:04.557;2;184;5111;5111;2016-07-06T10:15:37.853;2016-07-06T10:15:37.853;Walking immediately after the meal;<digestion>;1;0;
7307;1;;2016-07-05T03:40:07.333;0;135;5124;;;2016-07-05T11:06:51.590;What will happen if Uric Acid level increases;<blood>;1;0;
7309;2;;2016-07-05T11:06:51.590;3;;5016;;;2016-07-05T11:06:51.590;;;;0;
7310;2;;2016-07-05T14:28:52.313;-2;;5134;5134;2016-07-07T15:49:10.750;2016-07-07T15:49:10.750;;;;2;
7312;1;;2016-07-05T16:29:11.780;0;10;43;;;2016-07-05T16:29:11.780;Large scale studies on the accuracy of injections for tennis elbow: do they confirm the injection accuracy is only ~30%?;<tendinopathy><epicondylitis><injections>;0;2;
7313;2;;2016-07-05T18:50:35.457;13;;5016;;;2016-07-05T18:50:35.457;;;;0;
7315;1;8961;2016-07-05T19:49:42.717;4;36;5137;;;2016-08-23T18:02:16.713;Are generics tested for side effects?;<medications><side-effects>;1;0;
7317;1;;2016-07-06T01:40:00.870;0;8;43;;;2016-07-06T01:40:00.870;Is there any downside of using ultrasound guidance when performing injections to treat a tendinopathy?;<tendinopathy><injections>;0;2;
7318;2;;2016-07-06T05:31:25.137;2;;2572;;;2016-07-06T05:31:25.137;;;;4;
7319;2;;2016-07-06T15:34:32.993;1;;5140;;;2016-07-06T15:34:32.993;;;;0;
7320;2;;2016-07-06T17:24:09.443;2;;5142;;;2016-07-06T17:24:09.443;;;;2;
7321;2;;2016-07-06T17:35:45.043;4;;1911;;;2016-07-06T17:35:45.043;;;;0;
7324;2;;2016-07-06T19:00:45.597;2;;5142;;;2016-07-06T19:00:45.597;;;;0;
7325;1;;2016-07-07T04:28:38.497;1;13;3505;86;2016-07-10T00:53:11.137;2016-07-10T00:53:11.137;Can pushups/light weight training help with wrist tendinitis?;<wrist>;0;0;1
7327;1;7383;2016-07-07T11:41:58.270;4;53;5146;;;2017-01-03T10:37:00.260;Advanced lung cancer spreading areas;<cancer><pathophysiology>;1;1;
7328;1;7345;2016-07-07T13:14:31.810;0;26;5148;;;2016-07-08T22:22:19.790;Could hairline fractures be obscured by x-ray images;<practice-of-medicine><broken-bones><radioactivity><radiologic-studies>;1;1;
7329;2;;2016-07-07T16:11:25.360;0;;830;;;2016-07-07T16:11:25.360;;;;1;
7332;2;;2016-07-07T22:03:40.140;-1;;5152;;;2016-07-07T22:03:40.140;;;;1;
7333;1;7334;2016-07-07T23:14:29.610;-3;85;5153;;;2016-07-08T01:57:34.983;Risks of having an unwanted child - worrying as a man;<pregnancy><sex><sexuality>;1;0;
7334;2;;2016-07-08T01:57:34.983;4;;805;;;2016-07-08T01:57:34.983;;;;4;
7337;1;;2016-07-08T07:52:28.557;1;17;5154;;;2016-07-08T07:52:28.557;Does a doctor who does endoscopies just do endoscopies?;<gastroenterology>;0;1;
7341;1;7342;2016-07-08T14:51:05.927;2;29;5139;5139;2016-07-10T08:26:44.873;2016-07-10T08:26:44.873;Supplements: When and how to take them to maximize absorption;<digestion><micronutrients><metabolism><supplement>;1;0;
7342;2;;2016-07-08T18:51:18.180;2;;830;;;2016-07-08T18:51:18.180;;;;3;
7343;1;;2016-07-08T19:01:18.297;0;25;830;805;2016-07-09T14:11:55.920;2016-07-09T14:11:55.920;Are there any known health risks with taking megadoses of beta carotene?;<micronutrients>;1;1;
7344;1;;2016-07-08T20:21:22.670;1;33;5158;;;2016-07-08T20:21:22.670;Sharing A House as Mentally Ill;<mental-health>;0;6;
7345;2;;2016-07-08T22:22:19.790;0;;5016;;;2016-07-08T22:22:19.790;;;;0;
7346;2;;2016-07-09T03:33:45.077;1;;5160;5160;2016-07-09T12:29:32.630;2016-07-09T12:29:32.630;;;;0;
7347;1;7356;2016-07-09T04:00:28.277;2;54;5161;;;2016-07-10T08:48:41.303;Is it bad to wash yourself with cold water;<muscle>;1;0;
7348;1;7349;2016-07-09T07:18:17.133;1;84;5162;5162;2016-07-09T07:23:28.707;2016-07-09T07:55:41.697;Should i start drinking coffee or tea for health reasons?;<coffee>;1;0;
7349;2;;2016-07-09T07:42:19.303;1;;5139;5139;2016-07-09T07:55:41.697;2016-07-09T07:55:41.697;;;;0;
7350;2;;2016-07-09T08:11:22.610;1;;333;;;2016-07-09T08:11:22.610;;;;0;
7351;1;;2016-07-09T08:31:50.477;0;79;5163;5163;2016-07-09T08:39:15.423;2016-07-11T08:26:18.777;Can I Survive on a Mostly Grass/Leaf Diet?;<nutrition><digestion>;2;2;
7352;2;;2016-07-09T09:57:25.557;-1;;5164;;;2016-07-09T09:57:25.557;;;;0;
7353;1;;2016-07-09T11:08:20.187;2;63;5165;5165;2016-07-09T18:04:40.290;2016-07-09T18:31:27.197;Lab test result meaning;<blood-tests><endocrinology><thyroid>;1;3;
7356;2;;2016-07-09T12:20:21.997;2;;5142;5142;2016-07-10T08:48:41.303;2016-07-10T08:48:41.303;;;;2;
7357;2;;2016-07-09T12:53:42.667;2;;5142;5142;2016-07-09T12:59:21.440;2016-07-09T12:59:21.440;;;;1;
7359;1;7372;2016-07-09T13:48:27.807;2;52;5165;550;2016-07-14T22:33:47.863;2016-07-14T22:33:47.863;Why might lab test results be normal when thyroid nodules are present and there are symptoms of hyperthyroidism?;<thyroid><hyperthyroid>;1;0;2
7362;1;;2016-07-09T16:06:56.787;2;30;2211;5405;2017-03-09T03:47:12.180;2017-03-09T03:47:12.180;Can fasting destroy our adaptive immune system?;<immune-system><aging><chemotherapy><fasting><stem-cells>;0;0;
7363;2;;2016-07-09T18:31:27.197;3;;856;;;2016-07-09T18:31:27.197;;;;2;
7366;1;;2016-07-10T01:03:38.550;0;70;;5405;2017-03-10T18:30:33.793;2017-03-10T18:30:33.793;Chilblains after a week of cold showers;<stress><body-temperature><chilblains><extremities><erythema>;0;0;
7368;1;;2016-07-10T03:35:40.903;0;16;3392;;;2016-07-10T03:35:40.903;Is it possible for some one to increase height after one is 30+;<height>;0;0;
7370;1;;2016-07-10T07:45:31.317;1;600;5179;5016;2016-07-13T14:40:16.677;2016-07-13T14:40:16.677;Possible side effects of TENS;<electricity><numbness>;1;0;1
7371;1;;2016-07-10T15:21:52.983;1;42;43;;;2016-07-10T15:21:52.983;Why shouldn't one use Neosporin more than three times per day?;<dermatology><wound><dosage><neosporin>;0;0;
7372;2;;2016-07-10T22:08:28.077;2;;2721;;;2016-07-10T22:08:28.077;;;;0;
7373;1;;2016-07-10T23:02:01.207;3;79;2988;2988;2016-07-15T01:44:40.377;2016-07-16T14:50:13.250;Will Down's syndrome be ever reversible?;<mental-health><genetic-engineering>;1;3;2
7374;1;7377;2016-07-11T03:16:44.570;0;43;43;;;2016-07-11T06:48:24.777;What are the long-term side effects of glucosamine taken as a nutritional supplement?;<side-effects><arthritis>;1;0;
7375;1;;2016-07-11T03:41:59.507;1;54;5186;;;2016-07-11T03:41:59.507;Why do I get sick from Middle Eastern food?;<vomit>;0;1;
7377;2;;2016-07-11T06:48:24.777;2;;5175;;;2016-07-11T06:48:24.777;;;;0;
7378;2;;2016-07-11T07:07:32.313;3;;5175;5175;2016-07-11T07:17:19.973;2016-07-11T07:17:19.973;;;;0;
7379;2;;2016-07-11T08:00:34.123;2;;1519;1519;2016-07-11T08:26:18.777;2016-07-11T08:26:18.777;;;;0;
7380;2;;2016-07-11T09:57:42.497;4;;5016;5016;2016-07-11T10:15:55.167;2016-07-11T10:15:55.167;;;;0;
7381;1;;2016-07-11T10:47:18.317;1;52;1754;1754;2016-07-14T07:04:25.227;2016-07-14T07:04:25.227;Does milk tea causes skin dark?;<dermatology><tea><milk><oil-of-skin>;0;0;
7383;2;;2016-07-11T14:34:20.543;4;;5016;;;2016-07-11T14:34:20.543;;;;0;
7384;1;;2016-07-11T17:40:55.107;0;19;3646;3646;2016-07-12T04:32:25.760;2016-07-12T19:27:33.530;Key health indicators to monitor at home;<health-informatics>;0;1;
7385;1;;2016-07-11T17:49:46.960;1;14;4928;;;2016-07-11T17:49:46.960;Abdominal Pain and Vomiting sensation;<mental-health><gastroenterology><psychosomatic-illness>;0;3;
7386;2;;2016-07-12T03:52:31.683;2;;84;84;2016-07-16T14:50:13.250;2016-07-16T14:50:13.250;;;;4;
7388;1;;2016-07-12T12:21:53.173;1;44;5196;86;2016-07-13T14:40:21.910;2016-07-13T14:40:21.910;Can cold water decrease fat in the gut area?;<stomach>;2;1;
7389;1;;2016-07-12T15:16:53.893;1;16;43;;;2016-07-12T15:16:53.893;Does a treatment X vs. placebo study qualify as a ""comparative study""?;<research><terminology><placebo>;0;0;
7390;1;;2016-07-12T16:19:35.777;0;12;5142;5142;2016-07-13T17:24:46.197;2016-07-13T17:24:46.197;How available is immunotherapy for lung cancer?;<cancer><immune-system>;0;2;
7391;1;;2016-07-12T16:20:49.030;0;15;5200;5405;2017-03-10T18:27:23.117;2017-03-10T18:27:23.117;Is there any known link between hyperprolactinemia and prescription stimulant use?;<medications><endocrinology><adhd><hyperprolactinemia><fsh-follicule-hormone>;0;0;
7392;1;;2016-07-12T11:23:40.017;3;209;2245;6563;2017-02-14T03:49:42.407;2017-02-14T03:49:42.407;How does the Jendrassik's manoeuvre reinforce reflexes?;<physiology><reflex-impulse><jendrassik-maneuver><gamma-motor-neuron>;0;0;
7394;2;;2016-07-12T19:29:45.137;1;;5200;;;2016-07-12T19:29:45.137;;;;0;
7395;2;;2016-07-13T01:11:10.253;1;;805;;;2016-07-13T01:11:10.253;;;;0;
7396;2;;2016-07-13T03:41:09.440;1;;3760;;;2016-07-13T03:41:09.440;;;;0;
7397;1;;2016-07-13T06:48:09.347;1;22;5203;6563;2017-02-07T04:32:55.977;2017-02-07T04:32:55.977;Can neck trauma cause facial paralysis;<neurology><nerves><neck><vertebrae><cervical-vertebrae-cv>;0;2;
7398;1;;2016-07-13T07:42:11.663;2;42;5204;6563;2016-10-03T15:45:43.617;2016-12-04T22:22:59.710;Stuttering problems;<medications><pain><neurology><speech>;1;0;
7399;1;;2016-07-13T16:03:43.913;1;34;2874;;;2016-07-29T06:17:26.327;no medication treatments for MS;<mental-health><treatment><neurology><immune-system><treatment-options>;0;1;1
7400;1;7416;2016-07-13T17:54:47.010;3;62;479;479;2016-07-14T19:46:23.110;2016-07-16T10:12:19.353;Does blindness stop the production of melatonin?;<endocrinology>;1;0;2
7401;1;;2016-07-13T18:25:46.613;5;163;5209;165;2016-07-14T01:54:22.337;2016-07-14T20:14:09.030;Is it possible to regain lost lactose tolerance?;<nutrition><gastroenterology><lactose-intolerant>;1;0;
7402;1;7424;2016-07-13T18:40:19.643;1;26;4983;;;2016-07-15T20:04:10.577;Will stroking a cat or dog reduce a human's stress levels?;<stress>;1;2;
7403;1;;2016-07-13T22:07:48.713;1;32;5161;400;2016-07-14T22:34:08.363;2016-07-22T12:26:18.477;Stretching in the morning;<exercise><muscle>;1;1;
7404;1;;2016-07-13T23:17:10.880;0;25;43;43;2016-07-13T23:38:46.393;2016-07-13T23:38:46.393;How effective is diacutaneous fibrolysis to treat an epicondylopathy?;<epicondylitis>;0;0;
7406;2;;2016-07-14T01:14:33.740;2;;5067;5067;2016-07-14T21:01:13.653;2016-07-14T21:01:13.653;;;;2;
7407;2;;2016-07-14T01:38:33.113;1;;5067;;;2016-07-14T01:38:33.113;;;;0;
7408;1;;2016-07-14T08:06:00.453;2;109;5211;-1;2016-07-14T15:12:12.383;2016-07-14T15:12:12.383;What are the real chances of HIV transmission?;<sex><hiv>;0;4;
7409;2;;2016-07-14T08:33:55.453;-1;;5207;5207;2016-07-15T07:56:38.083;2016-07-15T07:56:38.083;;;;3;
7412;2;;2016-07-14T14:08:29.357;0;;5190;;;2016-07-14T14:08:29.357;;;;2;
7413;2;;2016-07-14T15:26:27.770;1;;5215;;;2016-07-14T15:26:27.770;;;;1;
7415;2;;2016-07-14T17:01:22.317;4;;5016;5016;2016-07-14T17:06:37.777;2016-07-14T17:06:37.777;;;;2;
7416;2;;2016-07-14T19:18:22.170;1;;5016;479;2016-07-16T10:12:19.353;2016-07-16T10:12:19.353;;;;0;
7419;1;;2016-07-15T03:27:31.380;0;10;43;;;2016-07-15T03:27:31.380;Are redheads more sensitive to pain caused by tendinopathies?;<tendinopathy>;0;0;
7420;1;;2016-07-15T05:18:00.853;0;61;5220;;;2016-07-16T04:43:25.890;Could I be pregnant?;<pregnancy>;0;2;
7424;2;;2016-07-15T19:53:47.040;1;;5224;5224;2016-07-15T20:04:10.577;2016-07-15T20:04:10.577;;;;0;
7425;1;;2016-07-16T02:15:23.293;0;15;755;;;2016-07-16T02:15:23.293;Are there any examples of successful multi-decade prevention interventions with pharmaceuticals?;<clinical-study>;0;3;
7428;1;;2016-07-16T09:52:20.250;3;34;5229;;;2016-07-27T18:34:30.140;Can headphones produce undesirable ultrasounds that can damage my hearing?;<hearing>;1;2;
7429;1;;2016-07-16T09:55:19.817;1;232;5230;805;2016-07-16T14:18:20.990;2016-07-16T14:18:20.990;Is amyl nitrite used for sex?;<sex><recreational-drugs>;1;1;
7431;2;;2016-07-16T11:23:43.867;3;;167;;;2016-07-16T11:23:43.867;;;;3;
7432;1;7447;2016-07-16T13:41:00.297;1;31;43;;;2016-07-18T07:44:38.450;How to ice a part of the body when falling asleep?;<cryotherapy>;1;0;
7434;1;;2016-07-16T16:46:33.567;1;17;5233;;;2016-07-16T16:46:33.567;How can I improve my chances of a successful platelet donation?;<blood><blood-donation>;0;0;
7436;1;;2016-07-16T21:30:10.403;0;42;3505;;;2016-07-16T21:30:10.403;Does ping pong/table tennis improve or worsen RSI wrist pain?;<repetitive-strain-injury><wrist>;0;0;
7439;2;;2016-07-17T09:40:43.123;2;;5235;5235;2016-07-26T06:09:46.163;2016-07-26T06:09:46.163;;;;2;
7440;2;;2016-07-17T10:25:40.387;3;;5235;26;2016-07-25T20:30:59.197;2016-07-25T20:30:59.197;;;;5;
7443;1;7468;2016-07-17T18:35:28.457;5;140;3244;;;2016-08-05T16:36:32.103;Tips to improve the sleep during the night;<medications><sleep>;3;0;1
7446;1;;2016-07-18T06:36:30.317;0;10;5242;;;2016-07-18T06:36:30.317;Why immune system can not kill all HBV infected cells inside the Chronic HBV patients?;<liver>;0;0;
7447;2;;2016-07-18T07:44:38.450;5;;167;;;2016-07-18T07:44:38.450;;;;0;
7448;1;8887;2016-07-18T07:57:09.003;0;46;3075;3075;2016-07-18T08:46:32.347;2016-08-18T10:10:45.117;What is solution of irritable bowel syndrome(IBS)? [Diarrhoea-predominant IBS];<digestion>;2;0;
7449;1;;2016-07-18T10:41:11.870;-1;80;588;5405;2017-02-16T23:28:23.843;2017-02-16T23:28:23.843;What's the optimal dosage of zinc within 24 hours of onset of cold symptoms?;<common-cold><effectiveness><dosage><zinc><onset-early-stage-illness>;1;0;
7452;1;;2016-07-18T13:52:14.480;1;29;3750;3750;2016-07-18T18:07:52.830;2016-07-22T12:15:54.490;How to improve memorizing ability?;<brain><tea><memory>;1;0;
7454;1;;2016-07-18T16:14:00.023;0;270;3134;;;2016-07-18T20:03:27.447;Does applying pressure on both sides of your head damage brain cells?;<brain>;1;0;
7457;2;;2016-07-18T20:03:27.447;1;;805;;;2016-07-18T20:03:27.447;;;;4;
7458;1;;2016-07-18T21:07:50.383;0;17;1593;6563;2016-10-10T02:25:20.830;2016-10-10T02:25:20.830;Swallowing mucus gaves me sore throat?;<common-cold><mucus-phlegm><sore-throat><nasal-drip>;0;0;
7459;1;;2016-07-19T00:10:40.507;1;16;5250;;;2016-07-19T00:10:40.507;Where to find a medical alert system without monthly payment?;<medical-device><emergency><home-medical-equipment>;0;4;
7460;1;;2016-07-19T01:10:21.300;1;13;1746;;;2016-07-19T01:10:21.300;What is the mechanism by which diarrhea is triggered?;<digestion><physiology>;0;0;
7461;1;;2016-07-19T04:53:38.280;0;17;5251;;;2016-07-19T04:53:38.280;Mountain Sickness after descending;<breathing><headache><pulmonology>;0;4;
7462;1;;2016-07-19T07:12:09.207;0;9;1430;;;2016-07-19T07:39:33.083;How does the injury classification system work?;<injury>;1;0;
7463;2;;2016-07-19T07:39:33.083;1;;1746;;;2016-07-19T07:39:33.083;;;;2;
7464;2;;2016-07-19T07:43:43.680;0;;1746;;;2016-07-19T07:43:43.680;;;;0;
7465;1;;2016-07-19T08:42:47.917;0;17;5253;;;2016-07-19T08:42:47.917;Did yogurt cultures make me sick?;<vomit>;0;0;
7466;1;;2016-07-19T12:05:38.363;0;26;529;;;2016-08-21T13:58:03.247;broken bone heal time;<broken-bones>;0;2;
7467;1;;2016-07-19T14:32:59.683;0;26;5254;;;2016-07-19T19:20:50.893;how to get rid of a raised mole in my left thigh which is painful sometimes?;<medications><pain><treatment>;1;0;
7468;2;;2016-07-19T15:19:22.887;4;;5256;5256;2016-07-19T15:32:47.137;2016-07-19T15:32:47.137;;;;1;
7469;1;;2016-07-19T15:38:12.307;0;17;2083;;;2016-07-19T15:38:12.307;Can cold drinks affect asthma or bronchitis?;<lungs><breathing><asthma>;0;0;
7470;1;7523;2016-07-19T17:25:11.237;2;93;1819;5257;2016-07-20T08:16:53.180;2016-07-22T16:48:26.923;Why cancer is almost twice as likely in more developed countries compared with less developed countries?;<cancer><statistics>;1;3;
7471;2;;2016-07-19T19:20:50.893;2;;805;;;2016-07-19T19:20:50.893;;;;0;
7472;1;7479;2016-07-19T21:11:02.300;1;55;5257;;;2016-12-05T14:02:35.530;Why can't I gain more weight?;<weight><weight-loss><body-weight>;2;3;
7473;1;;2016-07-19T22:03:02.120;0;9;447;;;2016-07-19T22:03:02.120;Yellow toenail, can you know if it's a local fungal infection?;<fungal-infection>;0;1;
7475;1;;2016-07-20T04:07:37.193;1;12;5261;6563;2017-03-13T04:20:14.923;2017-03-13T04:20:14.923;Rubbing Alcohol and Vinegar;<rubbing-alcohol-isopropyl><cotton-swabs-q-tips><ear-canal><vinegar><cotton-balls>;0;2;
7476;1;;2016-07-20T04:12:20.110;0;53;5262;613;2016-07-22T12:07:04.383;2016-07-22T12:07:04.383;How do you know if you're pregnant while on birth control?;<pregnancy>;1;2;
7477;1;;2016-07-20T06:49:52.547;0;26;5264;5405;2017-02-17T01:15:26.347;2017-02-17T01:15:26.347;Is it normal to be prescribed, metolar XR after Lis ASD surgery? Edit;<cardiology><prescription><congenital><post-surgical><atrial-septal-defect-asd>;1;0;
7479;2;;2016-07-20T09:03:15.610;1;;5266;5266;2016-07-22T21:32:48.237;2016-07-22T21:32:48.237;;;;0;
7480;2;;2016-07-20T09:21:31.623;0;;5266;5266;2016-07-20T17:22:32.097;2016-07-20T17:22:32.097;;;;7;
7481;2;;2016-07-20T10:05:52.373;0;;5266;;;2016-07-20T10:05:52.373;;;;0;
7482;1;;2016-07-20T10:57:13.773;1;24;5219;;;2016-07-22T11:57:36.903;Sharp sudden pain in torso?;<pain><posture><stretching>;1;1;
7483;2;;2016-07-20T14:05:45.117;3;;805;;;2016-07-20T14:05:45.117;;;;0;
7484;2;;2016-07-20T21:09:18.740;2;;5270;;;2016-07-20T21:09:18.740;;;;0;
7486;1;;2016-07-20T20:04:24.627;3;117;;5405;2017-02-17T01:11:59.690;2017-02-20T09:33:59.160;Why did the UK ban phenmetrazine?;<medications><social-anxiety><stimulants><health-policy><class-schedule-of-drugs>;1;0;
7488;1;;2016-07-21T06:18:41.723;1;18;5272;;;2016-07-21T06:18:41.723;timing of mineral consumption, and absorption competition;<digestion><food-supplements><minerals><magnesium><iron-supplements>;0;0;
7489;2;;2016-07-21T07:13:01.067;1;;5266;5266;2017-02-20T09:33:59.160;2017-02-20T09:33:59.160;;;;3;
7490;1;;2016-07-21T07:52:03.270;1;28;3381;;;2016-08-21T14:58:03.257;Do green powders maintain nutritional values?;<nutrition><micronutrients>;0;1;
7491;1;;2016-07-21T13:09:30.810;1;10;5277;;;2016-07-21T13:09:30.810;Is there a formulaic or other way of determining the relative/normative value of the daily nutrition requirements?;<nutrition>;0;4;
7493;2;;2016-07-21T19:13:28.597;1;;2616;2616;2016-07-22T13:08:39.370;2016-07-22T13:08:39.370;;;;0;
7494;1;;2016-07-21T19:25:48.093;0;32;5279;6563;2017-02-07T04:23:26.010;2017-02-07T04:23:26.010;Do intra auterine devices (IUD) cause abortion?;<contraception><fertility><inter-uterine-device-iud><ovum-egg-oocyte><abortion>;0;0;
7495;1;;2016-07-21T19:26:16.483;0;24;5280;;;2016-07-21T19:26:16.483;Permanent stuffy nose requires surgery?;<breathing><nose><fatigue>;0;1;1
7496;1;;2016-07-22T05:01:17.777;2;23;5282;;;2016-08-21T18:19:11.127;How to find out how advanced a hospital is for a specific speciality;<surgery><vision>;1;0;
7497;1;;2016-07-22T05:43:04.823;0;24;5272;;;2016-08-21T12:58:03.357;Most common nutrient deficiencies for athletes (runners);<food-supplements><deficiency><iron><iron-supplements>;1;0;
7498;1;;2016-07-22T06:08:41.977;0;86;461;;;2016-07-26T05:27:37.513;What is the clear liquid that builds up inside a blister?;<injury>;1;0;
7499;1;;2016-07-22T06:38:23.233;1;82;5284;6563;2016-10-15T07:27:11.937;2016-10-15T07:27:11.937;How to get rid of erectile dysfunction?;<medications><sex><blood-circulation><penis>;2;0;
7500;2;;2016-07-22T06:55:00.737;-1;;5284;;;2016-07-22T06:55:00.737;;;;2;
7501;2;;2016-07-22T08:54:54.123;0;;5285;;;2016-07-22T08:54:54.123;;;;1;
7503;2;;2016-07-22T09:09:00.867;1;;2572;;;2016-07-22T09:09:00.867;;;;0;
7504;1;7505;2016-07-22T09:17:25.867;0;56;3446;;;2016-07-22T11:25:42.427;Can brushing teeth to hard cause the gums to retract?;<dentistry><gums>;2;0;1
7505;2;;2016-07-22T11:07:52.823;3;;5288;;;2016-07-22T11:07:52.823;;;;2;
7506;2;;2016-07-22T11:25:42.427;0;;5289;;;2016-07-22T11:25:42.427;;;;1;
7507;2;;2016-07-22T11:29:09.427;0;;5289;;;2016-07-22T11:29:09.427;;;;1;
7508;2;;2016-07-22T11:31:32.437;-2;;5289;;;2016-07-22T11:31:32.437;;;;0;
7511;1;;2016-07-22T11:49:16.890;2;19;5290;;;2016-08-12T09:35:32.490;Does caffeine reduce mass gaining by accelerating metabolism?;<exercise><body-fat><caffeine><metabolism><coffee>;1;0;
7513;2;;2016-07-22T11:57:36.903;1;;5289;;;2016-07-22T11:57:36.903;;;;1;
7516;2;;2016-07-22T12:15:54.490;1;;5289;;;2016-07-22T12:15:54.490;;;;0;
7517;2;;2016-07-22T12:18:50.630;0;;5289;;;2016-07-22T12:18:50.630;;;;0;
7518;2;;2016-07-22T12:26:18.477;-1;;5289;;;2016-07-22T12:26:18.477;;;;2;
7519;1;;2016-07-22T12:55:14.057;3;36;5292;;;2016-07-22T12:55:14.057;Chance of getting sexual transmitted diseases;<sex><disease-transmission><infectious-diseases>;0;0;
7521;1;;2016-07-22T15:43:56.410;0;10;5280;;;2016-07-22T15:43:56.410;How to dissipate scarring tissue on lip?;<dermatology><oral-health>;0;0;
7522;1;7561;2016-07-22T16:23:08.110;0;48;5295;5405;2017-03-09T06:54:44.800;2017-03-09T06:54:44.800;Poison Ivy or Spider Bite?;<coloration-discoloration><rash><itching><poison-ivy><spider-bites>;1;2;
7523;2;;2016-07-22T16:48:26.923;3;;4966;;;2016-07-22T16:48:26.923;;;;6;
7525;1;;2016-07-22T17:19:01.270;0;7;5296;;;2016-07-22T17:19:01.270;Understanding knee injury diagnosis;<sports><orthopedics>;0;1;
7526;2;;2016-07-22T21:23:34.350;3;;2616;;;2016-07-22T21:23:34.350;;;;2;
7528;1;;2016-07-22T22:58:23.623;1;150;2616;;;2016-08-13T13:01:19.257;Baby aspirin interaction with other NSAIDs;<medications><side-effects><cardiovascular-disease>;1;0;0
